Surname,count,percent,min_rank,cume_dist
喜多山,8,4.4795441615861167e-4,14489,22.978399132448196
喜多島,8,4.4795441615861167e-4,14489,22.978399132448196
希代,8,4.4795441615861167e-4,14489,22.978399132448196
紀村,8,4.4795441615861167e-4,14489,22.978399132448196
貴嶋,8,4.4795441615861167e-4,14489,22.978399132448196
貴傳名,8,4.4795441615861167e-4,14489,22.978399132448196
亀甲,8,4.4795441615861167e-4,14489,22.978399132448196
亀嶋,8,4.4795441615861167e-4,14489,22.978399132448196
亀之園,8,4.4795441615861167e-4,14489,22.978399132448196
菊元,8,4.4795441615861167e-4,14489,22.978399132448196
吉形,8,4.4795441615861167e-4,14489,22.978399132448196
吉政,8,4.4795441615861167e-4,14489,22.978399132448196
吉栖,8,4.4795441615861167e-4,14489,22.978399132448196
吉雄,8,4.4795441615861167e-4,14489,22.978399132448196
吉用,8,4.4795441615861167e-4,14489,22.978399132448196
杵島,8,4.4795441615861167e-4,14489,22.978399132448196
久垣,8,4.4795441615861167e-4,14489,22.978399132448196
久継,8,4.4795441615861167e-4,14489,22.978399132448196
久司,8,4.4795441615861167e-4,14489,22.978399132448196
久寿米木,8,4.4795441615861167e-4,14489,22.978399132448196
久城,8,4.4795441615861167e-4,14489,22.978399132448196
久冨木,8,4.4795441615861167e-4,14489,22.978399132448196
久保沢,8,4.4795441615861167e-4,14489,22.978399132448196
久湊,8,4.4795441615861167e-4,14489,22.978399132448196
久木崎,8,4.4795441615861167e-4,14489,22.978399132448196
久留主,8,4.4795441615861167e-4,14489,22.978399132448196
久力,8,4.4795441615861167e-4,14489,22.978399132448196
宮さき,8,4.4795441615861167e-4,14489,22.978399132448196
宮ノ原,8,4.4795441615861167e-4,14489,22.978399132448196
宮久保,8,4.4795441615861167e-4,14489,22.978399132448196
宮塚,8,4.4795441615861167e-4,14489,22.978399132448196
宮辺,8,4.4795441615861167e-4,14489,22.978399132448196
弓,8,4.4795441615861167e-4,14489,22.978399132448196
弓座,8,4.4795441615861167e-4,14489,22.978399132448196
弓矢,8,4.4795441615861167e-4,14489,22.978399132448196
牛崎,8,4.4795441615861167e-4,14489,22.978399132448196
居島,8,4.4795441615861167e-4,14489,22.978399132448196
居附,8,4.4795441615861167e-4,14489,22.978399132448196
許田,8,4.4795441615861167e-4,14489,22.978399132448196
魚,8,4.4795441615861167e-4,14489,22.978399132448196
魚山,8,4.4795441615861167e-4,14489,22.978399132448196
魚森,8,4.4795441615861167e-4,14489,22.978399132448196
橋永,8,4.4795441615861167e-4,14489,22.978399132448196
興田,8,4.4795441615861167e-4,14489,22.978399132448196
曲淵,8,4.4795441615861167e-4,14489,22.978399132448196
玉貫,8,4.4795441615861167e-4,14489,22.978399132448196
玉寄,8,4.4795441615861167e-4,14489,22.978399132448196
玉嶋,8,4.4795441615861167e-4,14489,22.978399132448196
桐淵,8,4.4795441615861167e-4,14489,22.978399132448196
金井田,8,4.4795441615861167e-4,14489,22.978399132448196
金江,8,4.4795441615861167e-4,14489,22.978399132448196
金氏,8,4.4795441615861167e-4,14489,22.978399132448196
金須,8,4.4795441615861167e-4,14489,22.978399132448196
金輪,8,4.4795441615861167e-4,14489,22.978399132448196
九内,8,4.4795441615861167e-4,14489,22.978399132448196
駒口,8,4.4795441615861167e-4,14489,22.978399132448196
駒坂,8,4.4795441615861167e-4,14489,22.978399132448196
虞,8,4.4795441615861167e-4,14489,22.978399132448196
空久保,8,4.4795441615861167e-4,14489,22.978399132448196
隅井,8,4.4795441615861167e-4,14489,22.978399132448196
隅倉,8,4.4795441615861167e-4,14489,22.978399132448196
櫛木,8,4.4795441615861167e-4,14489,22.978399132448196
櫛渕,8,4.4795441615861167e-4,14489,22.978399132448196
窪島,8,4.4795441615861167e-4,14489,22.978399132448196
熊城,8,4.4795441615861167e-4,14489,22.978399132448196
熊尾,8,4.4795441615861167e-4,14489,22.978399132448196
熊林,8,4.4795441615861167e-4,14489,22.978399132448196
栗沢,8,4.4795441615861167e-4,14489,22.978399132448196
桑元,8,4.4795441615861167e-4,14489,22.978399132448196
桑水流,8,4.4795441615861167e-4,14489,22.978399132448196
桑内,8,4.4795441615861167e-4,14489,22.978399132448196
郡田,8,4.4795441615861167e-4,14489,22.978399132448196
茎田,8,4.4795441615861167e-4,14489,22.978399132448196
計盛,8,4.4795441615861167e-4,14489,22.978399132448196
穴水,8,4.4795441615861167e-4,14489,22.978399132448196
穴瀬,8,4.4795441615861167e-4,14489,22.978399132448196
月元,8,4.4795441615861167e-4,14489,22.978399132448196
月東,8,4.4795441615861167e-4,14489,22.978399132448196
兼吉,8,4.4795441615861167e-4,14489,22.978399132448196
兼近,8,4.4795441615861167e-4,14489,22.978399132448196
兼次,8,4.4795441615861167e-4,14489,22.978399132448196
兼城,8,4.4795441615861167e-4,14489,22.978399132448196
兼沢,8,4.4795441615861167e-4,14489,22.978399132448196
兼澤,8,4.4795441615861167e-4,14489,22.978399132448196
堅山,8,4.4795441615861167e-4,14489,22.978399132448196
見持,8,4.4795441615861167e-4,14489,22.978399132448196
見波,8,4.4795441615861167e-4,14489,22.978399132448196
見並,8,4.4795441615861167e-4,14489,22.978399132448196
元重,8,4.4795441615861167e-4,14489,22.978399132448196
元尾,8,4.4795441615861167e-4,14489,22.978399132448196
原武,8,4.4795441615861167e-4,14489,22.978399132448196
弦本,8,4.4795441615861167e-4,14489,22.978399132448196
玄間,8,4.4795441615861167e-4,14489,22.978399132448196
古,8,4.4795441615861167e-4,14489,22.978399132448196
古井戸,8,4.4795441615861167e-4,14489,22.978399132448196
古賀野,8,4.4795441615861167e-4,14489,22.978399132448196
古株,8,4.4795441615861167e-4,14489,22.978399132448196
戸恒,8,4.4795441615861167e-4,14489,22.978399132448196
湖上,8,4.4795441615861167e-4,14489,22.978399132448196
虎井,8,4.4795441615861167e-4,14489,22.978399132448196
五十田,8,4.4795441615861167e-4,14489,22.978399132448196
五十島,8,4.4795441615861167e-4,14489,22.978399132448196
五十野,8,4.4795441615861167e-4,14489,22.978399132448196
五所,8,4.4795441615861167e-4,14489,22.978399132448196
呉山,8,4.4795441615861167e-4,14489,22.978399132448196
御影,8,4.4795441615861167e-4,14489,22.978399132448196
御所,8,4.4795441615861167e-4,14489,22.978399132448196
御所園,8,4.4795441615861167e-4,14489,22.978399132448196
御福,8,4.4795441615861167e-4,14489,22.978399132448196
御牧,8,4.4795441615861167e-4,14489,22.978399132448196
光明,8,4.4795441615861167e-4,14489,22.978399132448196
厚味,8,4.4795441615861167e-4,14489,22.978399132448196
向井田,8,4.4795441615861167e-4,14489,22.978399132448196
向中野,8,4.4795441615861167e-4,14489,22.978399132448196
幸喜,8,4.4795441615861167e-4,14489,22.978399132448196
幸重,8,4.4795441615861167e-4,14489,22.978399132448196
幸川,8,4.4795441615861167e-4,14489,22.978399132448196
幸保,8,4.4795441615861167e-4,14489,22.978399132448196
広門,8,4.4795441615861167e-4,14489,22.978399132448196
弘光,8,4.4795441615861167e-4,14489,22.978399132448196
恒光,8,4.4795441615861167e-4,14489,22.978399132448196
江さき,8,4.4795441615861167e-4,14489,22.978399132448196
江泉,8,4.4795441615861167e-4,14489,22.978399132448196
溝延,8,4.4795441615861167e-4,14489,22.978399132448196
溝垣,8,4.4795441615861167e-4,14489,22.978399132448196
溝邊,8,4.4795441615861167e-4,14489,22.978399132448196
甲佐,8,4.4795441615861167e-4,14489,22.978399132448196
紅露,8,4.4795441615861167e-4,14489,22.978399132448196
荒河,8,4.4795441615861167e-4,14489,22.978399132448196
荒薦,8,4.4795441615861167e-4,14489,22.978399132448196
荒津,8,4.4795441615861167e-4,14489,22.978399132448196
荒毛,8,4.4795441615861167e-4,14489,22.978399132448196
項,8,4.4795441615861167e-4,14489,22.978399132448196
高河原,8,4.4795441615861167e-4,14489,22.978399132448196
高舘,8,4.4795441615861167e-4,14489,22.978399132448196
高元,8,4.4795441615861167e-4,14489,22.978399132448196
高溝,8,4.4795441615861167e-4,14489,22.978399132448196
高佐,8,4.4795441615861167e-4,14489,22.978399132448196
高司,8,4.4795441615861167e-4,14489,22.978399132448196
高住,8,4.4795441615861167e-4,14489,22.978399132448196
高日,8,4.4795441615861167e-4,14489,22.978399132448196
高附,8,4.4795441615861167e-4,14489,22.978399132448196
高和,8,4.4795441615861167e-4,14489,22.978399132448196
国清,8,4.4795441615861167e-4,14489,22.978399132448196
国嶋,8,4.4795441615861167e-4,14489,22.978399132448196
黒橋,8,4.4795441615861167e-4,14489,22.978399132448196
黒杭,8,4.4795441615861167e-4,14489,22.978399132448196
黒埼,8,4.4795441615861167e-4,14489,22.978399132448196
黒水,8,4.4795441615861167e-4,14489,22.978399132448196
黒土,8,4.4795441615861167e-4,14489,22.978399132448196
今屋,8,4.4795441615861167e-4,14489,22.978399132448196
今戸,8,4.4795441615861167e-4,14489,22.978399132448196
今水,8,4.4795441615861167e-4,14489,22.978399132448196
根城,8,4.4795441615861167e-4,14489,22.978399132448196
根布,8,4.4795441615861167e-4,14489,22.978399132448196
根布谷,8,4.4795441615861167e-4,14489,22.978399132448196
佐羽,8,4.4795441615861167e-4,14489,22.978399132448196
佐賀野,8,4.4795441615861167e-4,14489,22.978399132448196
佐京,8,4.4795441615861167e-4,14489,22.978399132448196
佐甲,8,4.4795441615861167e-4,14489,22.978399132448196
佐高,8,4.4795441615861167e-4,14489,22.978399132448196
佐々岡,8,4.4795441615861167e-4,14489,22.978399132448196
佐々部,8,4.4795441615861167e-4,14489,22.978399132448196
佐中,8,4.4795441615861167e-4,14489,22.978399132448196
佐渡山,8,4.4795441615861167e-4,14489,22.978399132448196
佐土,8,4.4795441615861167e-4,14489,22.978399132448196
佐嶋,8,4.4795441615861167e-4,14489,22.978399132448196
佐道,8,4.4795441615861167e-4,14489,22.978399132448196
佐復,8,4.4795441615861167e-4,14489,22.978399132448196
佐柄,8,4.4795441615861167e-4,14489,22.978399132448196
左合,8,4.4795441615861167e-4,14489,22.978399132448196
左納,8,4.4795441615861167e-4,14489,22.978399132448196
砂,8,4.4795441615861167e-4,14489,22.978399132448196
座光寺,8,4.4795441615861167e-4,14489,22.978399132448196
才津,8,4.4795441615861167e-4,14489,22.978399132448196
歳森,8,4.4795441615861167e-4,14489,22.978399132448196
細村,8,4.4795441615861167e-4,14489,22.978399132448196
細馬,8,4.4795441615861167e-4,14489,22.978399132448196
財田,8,4.4795441615861167e-4,14489,22.978399132448196
坂谷内,8,4.4795441615861167e-4,14489,22.978399132448196
柵山,8,4.4795441615861167e-4,14489,22.978399132448196
笹津,8,4.4795441615861167e-4,14489,22.978399132448196
笹淵,8,4.4795441615861167e-4,14489,22.978399132448196
笹浪,8,4.4795441615861167e-4,14489,22.978399132448196
三ケ島,8,4.4795441615861167e-4,14489,22.978399132448196
三ツ口,8,4.4795441615861167e-4,14489,22.978399132448196
三はし,8,4.4795441615861167e-4,14489,22.978399132448196
三海,8,4.4795441615861167e-4,14489,22.978399132448196
三関,8,4.4795441615861167e-4,14489,22.978399132448196
三丸,8,4.4795441615861167e-4,14489,22.978399132448196
三鬼,8,4.4795441615861167e-4,14489,22.978399132448196
三熊,8,4.4795441615861167e-4,14489,22.978399132448196
三水,8,4.4795441615861167e-4,14489,22.978399132448196
三津,8,4.4795441615861167e-4,14489,22.978399132448196
三津橋,8,4.4795441615861167e-4,14489,22.978399132448196
三保谷,8,4.4795441615861167e-4,14489,22.978399132448196
三桝,8,4.4795441615861167e-4,14489,22.978399132448196
三木田,8,4.4795441615861167e-4,14489,22.978399132448196
三門,8,4.4795441615861167e-4,14489,22.978399132448196
三輸,8,4.4795441615861167e-4,14489,22.978399132448196
三露,8,4.4795441615861167e-4,14489,22.978399132448196
山垣,8,4.4795441615861167e-4,14489,22.978399132448196
山肩,8,4.4795441615861167e-4,14489,22.978399132448196
山澄,8,4.4795441615861167e-4,14489,22.978399132448196
山竹,8,4.4795441615861167e-4,14489,22.978399132448196
山長,8,4.4795441615861167e-4,14489,22.978399132448196
山之井,8,4.4795441615861167e-4,14489,22.978399132448196
山白,8,4.4795441615861167e-4,14489,22.978399132448196
山敷,8,4.4795441615861167e-4,14489,22.978399132448196
山片,8,4.4795441615861167e-4,14489,22.978399132448196
山廣,8,4.4795441615861167e-4,14489,22.978399132448196
四角,8,4.4795441615861167e-4,14489,22.978399132448196
士屋,8,4.4795441615861167e-4,14489,22.978399132448196
市ヶ谷,8,4.4795441615861167e-4,14489,22.978399132448196
市浦,8,4.4795441615861167e-4,14489,22.978399132448196
市崎,8,4.4795441615861167e-4,14489,22.978399132448196
市枝,8,4.4795441615861167e-4,14489,22.978399132448196
市野澤,8,4.4795441615861167e-4,14489,22.978399132448196
志貴,8,4.4795441615861167e-4,14489,22.978399132448196
支倉,8,4.4795441615861167e-4,14489,22.978399132448196
枝沢,8,4.4795441615861167e-4,14489,22.978399132448196
枝野,8,4.4795441615861167e-4,14489,22.978399132448196
糸日谷,8,4.4795441615861167e-4,14489,22.978399132448196
糸澤,8,4.4795441615861167e-4,14489,22.978399132448196
紙,8,4.4795441615861167e-4,14489,22.978399132448196
紫崎,8,4.4795441615861167e-4,14489,22.978399132448196
寺屋,8,4.4795441615861167e-4,14489,22.978399132448196
慈幸,8,4.4795441615861167e-4,14489,22.978399132448196
時末,8,4.4795441615861167e-4,14489,22.978399132448196
時野谷,8,4.4795441615861167e-4,14489,22.978399132448196
次藤,8,4.4795441615861167e-4,14489,22.978399132448196
鹿住,8,4.4795441615861167e-4,14489,22.978399132448196
鹿庭,8,4.4795441615861167e-4,14489,22.978399132448196
七宮,8,4.4795441615861167e-4,14489,22.978399132448196
七沢,8,4.4795441615861167e-4,14489,22.978399132448196
室住,8,4.4795441615861167e-4,14489,22.978399132448196
実近,8,4.4795441615861167e-4,14489,22.978399132448196
篠野,8,4.4795441615861167e-4,14489,22.978399132448196
柴坂,8,4.4795441615861167e-4,14489,22.978399132448196
柴内,8,4.4795441615861167e-4,14489,22.978399132448196
芝沼,8,4.4795441615861167e-4,14489,22.978399132448196
若桑,8,4.4795441615861167e-4,14489,22.978399132448196
若代,8,4.4795441615861167e-4,14489,22.978399132448196
若沢,8,4.4795441615861167e-4,14489,22.978399132448196
若目田,8,4.4795441615861167e-4,14489,22.978399132448196
若柳,8,4.4795441615861167e-4,14489,22.978399132448196
若狹,8,4.4795441615861167e-4,14489,22.978399132448196
守村,8,4.4795441615861167e-4,14489,22.978399132448196
手取,8,4.4795441615861167e-4,14489,22.978399132448196
手銭,8,4.4795441615861167e-4,14489,22.978399132448196
種瀬,8,4.4795441615861167e-4,14489,22.978399132448196
種部,8,4.4795441615861167e-4,14489,22.978399132448196
酒造,8,4.4795441615861167e-4,14489,22.978399132448196
樹,8,4.4795441615861167e-4,14489,22.978399132448196
宗実,8,4.4795441615861167e-4,14489,22.978399132448196
宗重,8,4.4795441615861167e-4,14489,22.978399132448196
宗森,8,4.4795441615861167e-4,14489,22.978399132448196
宗石,8,4.4795441615861167e-4,14489,22.978399132448196
宗和,8,4.4795441615861167e-4,14489,22.978399132448196
宗廣,8,4.4795441615861167e-4,14489,22.978399132448196
洲本,8,4.4795441615861167e-4,14489,22.978399132448196
秋濱,8,4.4795441615861167e-4,14489,22.978399132448196
舟窪,8,4.4795441615861167e-4,14489,22.978399132448196
住元,8,4.4795441615861167e-4,14489,22.978399132448196
住村,8,4.4795441615861167e-4,14489,22.978399132448196
十代,8,4.4795441615861167e-4,14489,22.978399132448196
十田,8,4.4795441615861167e-4,14489,22.978399132448196
十二,8,4.4795441615861167e-4,14489,22.978399132448196
戎野,8,4.4795441615861167e-4,14489,22.978399132448196
重兼,8,4.4795441615861167e-4,14489,22.978399132448196
重宗,8,4.4795441615861167e-4,14489,22.978399132448196
重中,8,4.4795441615861167e-4,14489,22.978399132448196
宿南,8,4.4795441615861167e-4,14489,22.978399132448196
出蔵,8,4.4795441615861167e-4,14489,22.978399132448196
出嶋,8,4.4795441615861167e-4,14489,22.978399132448196
出縄,8,4.4795441615861167e-4,14489,22.978399132448196
出納,8,4.4795441615861167e-4,14489,22.978399132448196
春園,8,4.4795441615861167e-4,14489,22.978399132448196
春日部,8,4.4795441615861167e-4,14489,22.978399132448196
楯岡,8,4.4795441615861167e-4,14489,22.978399132448196
初井,8,4.4795441615861167e-4,14489,22.978399132448196
初鹿,8,4.4795441615861167e-4,14489,22.978399132448196
初本,8,4.4795441615861167e-4,14489,22.978399132448196
初澤,8,4.4795441615861167e-4,14489,22.978399132448196
所谷,8,4.4795441615861167e-4,14489,22.978399132448196
渚,8,4.4795441615861167e-4,14489,22.978399132448196
諸,8,4.4795441615861167e-4,14489,22.978399132448196
諸我,8,4.4795441615861167e-4,14489,22.978399132448196
女鹿,8,4.4795441615861167e-4,14489,22.978399132448196
鋤崎,8,4.4795441615861167e-4,14489,22.978399132448196
小曳,8,4.4795441615861167e-4,14489,22.978399132448196
小薗井,8,4.4795441615861167e-4,14489,22.978399132448196
小館,8,4.4795441615861167e-4,14489,22.978399132448196
小根田,8,4.4795441615861167e-4,14489,22.978399132448196
小松本,8,4.4795441615861167e-4,14489,22.978399132448196
小田口,8,4.4795441615861167e-4,14489,22.978399132448196
小土橋,8,4.4795441615861167e-4,14489,22.978399132448196
小奈,8,4.4795441615861167e-4,14489,22.978399132448196
小飯塚,8,4.4795441615861167e-4,14489,22.978399132448196
小木戸,8,4.4795441615861167e-4,14489,22.978399132448196
小野尾,8,4.4795441615861167e-4,14489,22.978399132448196
小六,8,4.4795441615861167e-4,14489,22.978399132448196
小嵜,8,4.4795441615861167e-4,14489,22.978399132448196
小梛,8,4.4795441615861167e-4,14489,22.978399132448196
小關,8,4.4795441615861167e-4,14489,22.978399132448196
床尾,8,4.4795441615861167e-4,14489,22.978399132448196
松為,8,4.4795441615861167e-4,14489,22.978399132448196
松窪,8,4.4795441615861167e-4,14489,22.978399132448196
松淵,8,4.4795441615861167e-4,14489,22.978399132448196
松野尾,8,4.4795441615861167e-4,14489,22.978399132448196
照喜名,8,4.4795441615861167e-4,14489,22.978399132448196
上河内,8,4.4795441615861167e-4,14489,22.978399132448196
上栗,8,4.4795441615861167e-4,14489,22.978399132448196
上治,8,4.4795441615861167e-4,14489,22.978399132448196
上新,8,4.4795441615861167e-4,14489,22.978399132448196
上水,8,4.4795441615861167e-4,14489,22.978399132448196
上水流,8,4.4795441615861167e-4,14489,22.978399132448196
上赤,8,4.4795441615861167e-4,14489,22.978399132448196
上霜,8,4.4795441615861167e-4,14489,22.978399132448196
上町,8,4.4795441615861167e-4,14489,22.978399132448196
上符,8,4.4795441615861167e-4,14489,22.978399132448196
上福元,8,4.4795441615861167e-4,14489,22.978399132448196
上野谷,8,4.4795441615861167e-4,14489,22.978399132448196
城岸,8,4.4795441615861167e-4,14489,22.978399132448196
常次,8,4.4795441615861167e-4,14489,22.978399132448196
浄土,8,4.4795441615861167e-4,14489,22.978399132448196
埴淵,8,4.4795441615861167e-4,14489,22.978399132448196
植浦,8,4.4795441615861167e-4,14489,22.978399132448196
殖栗,8,4.4795441615861167e-4,14489,22.978399132448196
信楽,8,4.4795441615861167e-4,14489,22.978399132448196
信清,8,4.4795441615861167e-4,14489,22.978399132448196
新鞍,8,4.4795441615861167e-4,14489,22.978399132448196
新舎,8,4.4795441615861167e-4,14489,22.978399132448196
新上,8,4.4795441615861167e-4,14489,22.978399132448196
新嶋,8,4.4795441615861167e-4,14489,22.978399132448196
新阜,8,4.4795441615861167e-4,14489,22.978399132448196
新夕,8,4.4795441615861167e-4,14489,22.978399132448196
森行,8,4.4795441615861167e-4,14489,22.978399132448196
森寺,8,4.4795441615861167e-4,14489,22.978399132448196
森信,8,4.4795441615861167e-4,14489,22.978399132448196
森前,8,4.4795441615861167e-4,14489,22.978399132448196
森畑,8,4.4795441615861167e-4,14489,22.978399132448196
森鼻,8,4.4795441615861167e-4,14489,22.978399132448196
森満,8,4.4795441615861167e-4,14489,22.978399132448196
真,8,4.4795441615861167e-4,14489,22.978399132448196
真角,8,4.4795441615861167e-4,14489,22.978399132448196
真玉橋,8,4.4795441615861167e-4,14489,22.978399132448196
真城,8,4.4795441615861167e-4,14489,22.978399132448196
真水,8,4.4795441615861167e-4,14489,22.978399132448196
真能,8,4.4795441615861167e-4,14489,22.978399132448196
神浦,8,4.4795441615861167e-4,14489,22.978399132448196
神間,8,4.4795441615861167e-4,14489,22.978399132448196
神杉,8,4.4795441615861167e-4,14489,22.978399132448196
針ケ谷,8,4.4795441615861167e-4,14489,22.978399132448196
針尾,8,4.4795441615861167e-4,14489,22.978399132448196
針木,8,4.4795441615861167e-4,14489,22.978399132448196
仁賀,8,4.4795441615861167e-4,14489,22.978399132448196
仁枝,8,4.4795441615861167e-4,14489,22.978399132448196
仁田尾,8,4.4795441615861167e-4,14489,22.978399132448196
仁茂田,8,4.4795441615861167e-4,14489,22.978399132448196
仁礼,8,4.4795441615861167e-4,14489,22.978399132448196
仁禮,8,4.4795441615861167e-4,14489,22.978399132448196
諏訪原,8,4.4795441615861167e-4,14489,22.978399132448196
諏澤,8,4.4795441615861167e-4,14489,22.978399132448196
須賀川,8,4.4795441615861167e-4,14489,22.978399132448196
須間,8,4.4795441615861167e-4,14489,22.978399132448196
須尭,8,4.4795441615861167e-4,14489,22.978399132448196
須甲,8,4.4795441615861167e-4,14489,22.978399132448196
須増,8,4.4795441615861167e-4,14489,22.978399132448196
吹越,8,4.4795441615861167e-4,14489,22.978399132448196
水戸川,8,4.4795441615861167e-4,14489,22.978399132448196
水馬,8,4.4795441615861167e-4,14489,22.978399132448196
杉安,8,4.4795441615861167e-4,14489,22.978399132448196
杉垣,8,4.4795441615861167e-4,14489,22.978399132448196
杉若,8,4.4795441615861167e-4,14489,22.978399132448196
杉上,8,4.4795441615861167e-4,14489,22.978399132448196
菅佐原,8,4.4795441615861167e-4,14489,22.978399132448196
菅島,8,4.4795441615861167e-4,14489,22.978399132448196
瀬,8,4.4795441615861167e-4,14489,22.978399132448196
瀬戸島,8,4.4795441615861167e-4,14489,22.978399132448196
瀬本,8,4.4795441615861167e-4,14489,22.978399132448196
勢村,8,4.4795441615861167e-4,14489,22.978399132448196
政氏,8,4.4795441615861167e-4,14489,22.978399132448196
星澤,8,4.4795441615861167e-4,14489,22.978399132448196
正治,8,4.4795441615861167e-4,14489,22.978399132448196
清浦,8,4.4795441615861167e-4,14489,22.978399132448196
清遠,8,4.4795441615861167e-4,14489,22.978399132448196
清板,8,4.4795441615861167e-4,14489,22.978399132448196
清友,8,4.4795441615861167e-4,14489,22.978399132448196
清和,8,4.4795441615861167e-4,14489,22.978399132448196
生塩,8,4.4795441615861167e-4,14489,22.978399132448196
盛重,8,4.4795441615861167e-4,14489,22.978399132448196
西奥,8,4.4795441615861167e-4,14489,22.978399132448196
西屋,8,4.4795441615861167e-4,14489,22.978399132448196
西賀,8,4.4795441615861167e-4,14489,22.978399132448196
西向,8,4.4795441615861167e-4,14489,22.978399132448196
西守,8,4.4795441615861167e-4,14489,22.978399132448196
西小路,8,4.4795441615861167e-4,14489,22.978399132448196
西瀬,8,4.4795441615861167e-4,14489,22.978399132448196
西竹,8,4.4795441615861167e-4,14489,22.978399132448196
西長,8,4.4795441615861167e-4,14489,22.978399132448196
西鳥羽,8,4.4795441615861167e-4,14489,22.978399132448196
西野入,8,4.4795441615861167e-4,14489,22.978399132448196
西連寺,8,4.4795441615861167e-4,14489,22.978399132448196
斉間,8,4.4795441615861167e-4,14489,22.978399132448196
石王,8,4.4795441615861167e-4,14489,22.978399132448196
石掛,8,4.4795441615861167e-4,14489,22.978399132448196
石舘,8,4.4795441615861167e-4,14489,22.978399132448196
石窪,8,4.4795441615861167e-4,14489,22.978399132448196
石束,8,4.4795441615861167e-4,14489,22.978399132448196
石田尾,8,4.4795441615861167e-4,14489,22.978399132448196
積木,8,4.4795441615861167e-4,14489,22.978399132448196
赤塩,8,4.4795441615861167e-4,14489,22.978399132448196
赤名,8,4.4795441615861167e-4,14489,22.978399132448196
赤林,8,4.4795441615861167e-4,14489,22.978399132448196
赤路,8,4.4795441615861167e-4,14489,22.978399132448196
碩,8,4.4795441615861167e-4,14489,22.978399132448196
折内,8,4.4795441615861167e-4,14489,22.978399132448196
先生,8,4.4795441615861167e-4,14489,22.978399132448196
先田,8,4.4795441615861167e-4,14489,22.978399132448196
千国,8,4.4795441615861167e-4,14489,22.978399132448196
千阪,8,4.4795441615861167e-4,14489,22.978399132448196
千勝,8,4.4795441615861167e-4,14489,22.978399132448196
千々石,8,4.4795441615861167e-4,14489,22.978399132448196
千足,8,4.4795441615861167e-4,14489,22.978399132448196
千代谷,8,4.4795441615861167e-4,14489,22.978399132448196
千頭和,8,4.4795441615861167e-4,14489,22.978399132448196
千布,8,4.4795441615861167e-4,14489,22.978399132448196
千竈,8,4.4795441615861167e-4,14489,22.978399132448196
川縁,8,4.4795441615861167e-4,14489,22.978399132448196
川音,8,4.4795441615861167e-4,14489,22.978399132448196
川守,8,4.4795441615861167e-4,14489,22.978399132448196
川城,8,4.4795441615861167e-4,14489,22.978399132448196
川神,8,4.4795441615861167e-4,14489,22.978399132448196
川池,8,4.4795441615861167e-4,14489,22.978399132448196
川底,8,4.4795441615861167e-4,14489,22.978399132448196
川木,8,4.4795441615861167e-4,14489,22.978399132448196
扇山,8,4.4795441615861167e-4,14489,22.978399132448196
扇本,8,4.4795441615861167e-4,14489,22.978399132448196
泉妻,8,4.4795441615861167e-4,14489,22.978399132448196
浅島,8,4.4795441615861167e-4,14489,22.978399132448196
浅里,8,4.4795441615861167e-4,14489,22.978399132448196
染葉,8,4.4795441615861167e-4,14489,22.978399132448196
船江,8,4.4795441615861167e-4,14489,22.978399132448196
船附,8,4.4795441615861167e-4,14489,22.978399132448196
前角,8,4.4795441615861167e-4,14489,22.978399132448196
前阪,8,4.4795441615861167e-4,14489,22.978399132448196
前森,8,4.4795441615861167e-4,14489,22.978399132448196
善如寺,8,4.4795441615861167e-4,14489,22.978399132448196
善林,8,4.4795441615861167e-4,14489,22.978399132448196
膳,8,4.4795441615861167e-4,14489,22.978399132448196
曾根崎,8,4.4795441615861167e-4,14489,22.978399132448196
曾川,8,4.4795441615861167e-4,14489,22.978399132448196
曾和,8,4.4795441615861167e-4,14489,22.978399132448196
曽宮,8,4.4795441615861167e-4,14489,22.978399132448196
曽禰,8,4.4795441615861167e-4,14489,22.978399132448196
祖谷,8,4.4795441615861167e-4,14489,22.978399132448196
叢,8,4.4795441615861167e-4,14489,22.978399132448196
倉吉,8,4.4795441615861167e-4,14489,22.978399132448196
倉松,8,4.4795441615861167e-4,14489,22.978399132448196
倉冨,8,4.4795441615861167e-4,14489,22.978399132448196
倉俣,8,4.4795441615861167e-4,14489,22.978399132448196
倉木,8,4.4795441615861167e-4,14489,22.978399132448196
相井,8,4.4795441615861167e-4,14489,22.978399132448196
相園,8,4.4795441615861167e-4,14489,22.978399132448196
相村,8,4.4795441615861167e-4,14489,22.978399132448196
糟屋,8,4.4795441615861167e-4,14489,22.978399132448196
草皆,8,4.4795441615861167e-4,14489,22.978399132448196
草津,8,4.4795441615861167e-4,14489,22.978399132448196
草道,8,4.4795441615861167e-4,14489,22.978399132448196
草尾,8,4.4795441615861167e-4,14489,22.978399132448196
荘所,8,4.4795441615861167e-4,14489,22.978399132448196
足田,8,4.4795441615861167e-4,14489,22.978399132448196
村江,8,4.4795441615861167e-4,14489,22.978399132448196
村坂,8,4.4795441615861167e-4,14489,22.978399132448196
多賀野,8,4.4795441615861167e-4,14489,22.978399132448196
太谷,8,4.4795441615861167e-4,14489,22.978399132448196
太野垣,8,4.4795441615861167e-4,14489,22.978399132448196
帯津,8,4.4795441615861167e-4,14489,22.978399132448196
泰永,8,4.4795441615861167e-4,14489,22.978399132448196
大栄,8,4.4795441615861167e-4,14489,22.978399132448196
